"","V1.x","cust_id","cust_profit_percent","V1.y","promo_sensitivity"
"189",242,18569576,0.709340202327372,242,0.701740919854755
"190",243,18900000,0.560185167151243,243,0.520760243146664
"191",244,21889600,0.686726913895461,244,0.551076643119898
"192",248,26659928,0.605815289140876,248,0.591923450782614
"193",250,28549996,0.571168961539896,250,0.53380101200391
"194",251,29989562,0.58253636939022,251,0.698882308813277
"195",253,35119545,0.607164126549552,253,0.716458748236328
"196",254,36039996,0.61863512242315,254,0.695649020197352
"197",255,36829577,0.622992497041101,255,0.535420640763
"198",256,37259652,0.630413725451459,256,0.733693913446233
"199",259,42119554,0.591421189352113,259,0.590125761627594
"200",261,45609976,0.59740875423737,261,0.631678358837401
"201",262,45959960,0.71017864765748,262,0.642641543951543
"202",263,48419623,0.675904832235275,263,0.59428820514927
"203",264,48549830,0.576829918350422,264,0.650367722605134
"204",267,54939899,0.624493784541374,267,0.630206498032281
"205",268,56679912,0.59534454084494,268,0.65854730127099
"206",270,57549928,0.587502954453364,270,0.694044815242098
"207",271,59739753,0.557301133889828,271,0.721549095699365
"208",272,60879854,0.567758838013337,272,0.584583159312124
"209",274,65139945,0.60898720763201,274,0.517099563455101
"210",275,66019821,0.587951004224254,275,0.579323423937017
"211",276,67459546,0.641932914548422,276,0.715298846162277
"212",277,71669903,0.657968145810952,277,0.605870602628885
"213",278,71819885,0.594579727520514,278,0.594589307374761
"214",279,74559817,0.736268926381275,279,0.526967053922281
"215",281,78669648,0.671387060663374,281,0.522224404829638
"216",282,78789986,0.557072288410332,282,0.637626627567197
"217",283,81149779,0.61972340107161,283,0.602828117614605
"218",284,81239800,0.633523761035476,284,0.572321915570616
"219",285,81719591,0.64504335807005,285,0.502081764678603
"220",287,82639687,0.602119919937641,287,0.611716369541139
"221",288,83579610,0.632399226491487,288,0.682237169466952
"222",289,83889926,0.535547355973041,289,0.637413153962402
"223",290,85909521,0.600310579302918,290,0.703255915145945
"224",292,87609904,0.670287810727099,292,0.52302951312631
"225",295,92969652,0.622014343456174,295,0.553207186309879
"226",296,93979814,0.657233170435306,296,0.5369206678909
"227",298,97149803,0.594089592570629,298,0.590599365970093
"228",299,97729819,0.530760674626026,299,0.54821608479119
"229",300,1179795,0.644025300547875,300,0.577589518078443
"230",301,2269534,0.658397589779915,301,0.669064559015062
"231",302,5069807,0.636274519192955,302,0.679133749753157
"232",303,7529982,0.603088459286422,303,0.72911018853869
"233",304,10229526,0.588402454008755,304,0.571797402829555
"234",306,10569925,0.573331494461351,306,0.669718686228421
"235",309,12949792,0.669877415470698,309,0.645192636146031
"236",310,13689850,0.62484595202417,310,0.666940139771687
"237",311,15399932,0.610878663921748,311,0.729000405680211
"238",312,15659552,0.587088518379284,312,0.541965471779951
"239",313,17329573,0.649305125626927,313,0.514115590295151
"240",315,18609600,0.586921953186662,315,0.617302915319289
"241",316,20429899,0.586989434390354,316,0.510993821259386
"242",317,23319645,0.712885892948037,317,0.635140223705595
"243",318,23319833,0.62804830230805,318,0.752915183664927
"244",319,23339994,0.584753221753206,319,0.65425003354039
"245",320,23929953,0.604066327869596,320,0.517135870162412
"246",322,25399559,0.663700945400042,322,0.611931557527385
"247",323,25509648,0.656335617258187,323,0.70676732510828
"248",324,27009537,0.579283794606752,324,0.546410488401829
"249",326,31929809,0.530039350074307,326,0.537841494608086
"250",327,32779934,0.594218406992222,327,0.658244282293626
"251",328,33269822,0.555178711087594,328,0.583697591888173
"252",329,35019716,0.640123078402759,329,0.654361861317705
"253",330,39729982,0.604645847117291,330,0.734834971239008
"254",331,39769980,0.620359698859681,331,0.561779537159641
"255",333,44629969,0.712048730892705,333,0.537372907302741
"256",334,45649777,0.540850983441368,334,0.547741741880724
"257",335,45729762,0.525083215500515,335,0.664128690190216
"258",336,46109997,0.62762099095269,336,0.62312292770182
"259",337,46539981,0.650840472301794,337,0.613235972878717
"260",338,48109806,0.562352034505238,338,0.540693726652207
"261",339,49929593,0.573572066860978,339,0.730274244544082
"262",340,50199580,0.599458224140488,340,0.612961651070913
"263",341,52309908,0.608696913225494,341,0.623345869105001
"264",342,52499843,0.555641585185951,342,0.609300397172019
"265",343,52909570,0.591639019981063,343,0.755776111143531
"266",344,53249609,0.573071041174713,344,0.575722914837253
"267",345,53529975,0.628215127571611,345,0.635945947435542
"268",346,58199923,0.661153184773602,346,0.563356959855435
"269",348,63019938,0.587092547657887,348,0.773432732791709
"270",349,63049872,0.615518692406457,349,0.595310016222517
"271",350,66239536,0.644239237876865,350,0.648093176948937
"272",351,68169950,0.609221740190358,351,0.640373554582368
"273",352,71509893,0.658902226090019,352,0.52749255975115
"274",353,72399600,0.644340925852742,353,0.529165315913183
"275",354,72629858,0.620237697796184,354,0.673488375889932
"276",357,79819893,0.611797784360791,357,0.607992027278143
"277",358,80179655,0.60700786967219,358,0.598466444436352
"278",359,82459905,0.584202771756035,359,0.514336725844505
"279",360,83149812,0.672075032192367,360,0.652678842728835
"280",361,83919699,0.624060307805029,361,0.541456572454647
"281",362,84079807,0.623233953920924,362,0.513808940984588
"282",363,84659856,0.64085048713083,363,0.697330698713276
"283",365,85019945,0.666788636773169,365,0.590389574667047
"284",366,85419731,0.603176012257286,366,0.648424978629618
"285",367,87489993,0.654050566395827,367,0.717828866146367
"286",368,88019604,0.624052356140604,368,0.570562581224992
"287",369,91169716,0.566446710705802,369,0.599889016130354
"288",372,94499650,0.603873108419891,372,0.565730750036008
"289",373,94999586,0.611492511664135,373,0.506071807507845
"290",374,96679586,0.600496666682549,374,0.57751687536653
"291",375,99119952,0.623549280918475,375,0.592408536258437
"292",376,99229897,0.546302132378805,376,0.730300850861547
"293",377,2209804,0.567470423829809,377,0.510865446221218
"294",378,2629968,0.591433728160395,378,0.574474123457251
"295",380,3189829,0.66486068358242,380,0.63208462502622
"296",381,3689897,0.637443857681044,381,0.650410819423535
"297",382,4139823,0.623403126211987,382,0.728359265715051
"298",384,4899809,0.629099430599355,384,0.65549415877976
"299",385,5019544,0.666337586895591,385,0.705177441688087
"300",386,5929637,0.626188518717206,386,0.528194354869133
"301",387,6599812,0.537665545489384,387,0.585922439395874
"302",388,7119528,0.57482912113309,388,0.667026162561341
"303",389,7249820,0.70715581510436,389,0.508095628822233
"304",390,8329796,0.761103071929019,390,0.606020357094609
"305",391,9019954,0.628826029118156,391,0.655148140517133
"306",392,9939955,0.650699209677343,392,0.719300582461403
"307",393,10769796,0.714174726787934,393,0.549032596527265
"308",395,11019926,0.513924633171545,395,0.674966940452816
"309",397,14649887,0.593698895475416,397,0.601714158889815
"310",398,14749832,0.510422564531801,398,0.618287600823864
"311",399,15259989,0.666334571680442,399,0.730235502458476
"312",400,15759884,0.578037166690704,400,0.660020599762798
"313",401,16269610,0.629715090006763,401,0.641644255259859
"314",402,16359924,0.593512021681239,402,0.584499767497241
"315",403,16869990,0.660355356146499,403,0.533368551220105
"316",404,16909799,0.678921699834868,404,0.714687176044558
"317",405,17219697,0.648281330662582,405,0.65527378761511
"318",406,17459925,0.546443684763855,406,0.754295710096891
"319",407,17829579,0.603030019360893,407,0.788130679236193
"320",408,17849812,0.654236586705001,408,0.717036034407988
"321",409,17919811,0.638257562820658,409,0.547693858234238
"322",410,18219749,0.59778256176472,410,0.665888841385329
"323",412,19789898,0.622269987709221,412,0.644944066742912
"324",413,20379814,0.716677030067608,413,0.516778092060568
"325",415,21429902,0.615677251217234,415,0.616880822053453
"326",416,22029987,0.564412228489778,416,0.564961406488325
"327",417,22129546,0.635425199034507,417,0.538157707759967
"328",419,24069956,0.600223295459996,419,0.523879807189139
"329",420,25069822,0.521904667301914,420,0.586362267538779
"330",421,25179810,0.618773924500044,421,0.549609974951835
"331",422,25439651,0.555814691231866,422,0.570147822501834
"332",423,25899797,0.642271234391441,423,0.755918473278373
"333",424,26949543,0.626740759554317,424,0.584744777436513
"334",426,28499876,0.611010899204149,426,0.52626137473917
"335",427,28779832,0.634983341468142,427,0.690669084352248
"336",430,32539994,0.621718852915847,430,0.615301167106401
"337",432,33249934,0.579682759421553,432,0.649847082961442
"338",433,33289930,0.597756361366455,433,0.629551174066914
"339",434,33989662,0.661528140482868,434,0.727956022638102
"340",435,34629641,0.537746174797091,435,0.565097403748824
"341",436,35199715,0.572524911737953,436,0.522067113509496
"342",437,37099551,0.61730636962635,437,0.730543315017657
"343",438,38199808,0.650778463319928,438,0.60809006503117
"344",439,38269966,0.581981642499448,439,0.819257917999533
"345",440,38369823,0.609775735299646,440,0.637508624761591
"346",441,40239915,0.55912741314128,441,0.579500286456735
"347",443,40549931,0.651234900040346,443,0.589063026193874
"348",444,41739754,0.576110154184207,444,0.599179969719882
"349",446,43509764,0.588499341219375,446,0.509026294132808
"350",447,44009605,0.595684080676984,447,0.599665742929307
"351",448,44379899,0.595818268231788,448,0.730199759610064
"352",449,44769894,0.542336845537988,449,0.771833311158988
"353",450,45559604,0.577669171557369,450,0.612519799221524
"354",451,46079514,0.589533726576714,451,0.525949993463588
"355",452,46249668,0.556759516854026,452,0.673858703798166
"356",453,46539873,0.583086850145201,453,0.592492893498732
"357",454,47739935,0.583864546982498,454,0.61026272988276
"358",455,48929881,0.51859574301794,455,0.503890099475054
"359",456,49709559,0.584274976978032,456,0.7359103087148
"360",457,49969707,0.569023526830686,457,0.669168605523514
"361",458,50759569,0.577564047692797,458,0.656117692233526
"362",459,52589819,0.625007154216028,459,0.557920471038979
"363",460,52829828,0.63425324474337,460,0.546783127648924
"364",461,53629714,0.69937160247745,461,0.639348021574137
"365",462,54079758,0.650842518002043,462,0.50329774112871
"366",463,54489828,0.656259230349929,463,0.558656638591261
"367",464,55259950,0.576862063961592,464,0.55364961836045
"368",465,55289819,0.675941195179846,465,0.637318149077735
"369",466,56629813,0.653178811476825,466,0.671004739821535
"370",467,56669670,0.65976631351716,467,0.563468015440292
"371",468,56679721,0.703007391595637,468,0.632249435805334
"372",469,56929728,0.700127341433518,469,0.63126847647331
"373",470,57449541,0.558981252122792,470,0.64022634978522
"374",471,57779734,0.598263499484255,471,0.536273381055061
"375",472,59389751,0.634566346290816,472,0.545523170414296
"376",473,59639676,0.518350294356435,473,0.592362084597584
"377",474,60559643,0.588463540915666,474,0.655959727693853
"378",475,60749938,0.544834238639446,475,0.635043728964007
"379",476,60769795,0.61233814746744,476,0.646068102526215
"380",479,62129717,0.584162946644,479,0.524118093395151
"381",482,63649948,0.670627031514746,482,0.584434161307021
"382",483,63809842,0.618647071603395,483,0.774670486050207
"383",484,66569958,0.624596490150199,484,0.692730709779002
"384",486,67089984,0.599141593953285,486,0.675278068589638
"385",488,68479723,0.63566117527441,488,0.649197723203141
"386",490,70309838,0.653390769233173,490,0.601273939613585
"387",492,71809833,0.658592239476468,492,0.620136457217325
"388",493,71909986,0.588099155063527,493,0.531226789668716
"389",494,72279819,0.662376493358387,494,0.555526305374843
"390",495,72369948,0.660151318110706,495,0.620300105765322
"391",496,72379577,0.608331213076111,496,0.509603670702384
"392",497,72799724,0.560580980464069,497,0.65642655878462
"393",499,73119924,0.629554840231665,499,0.660808328074729
"394",500,73139910,0.623452845139944,500,0.546429306659545
"395",501,73189683,0.678318702661174,501,0.566784682906425
"396",502,73189903,0.667568853233566,502,0.635647129087552
"397",503,73249656,0.61621508679891,503,0.679903166814623
"398",504,73259941,0.620713708514242,504,0.663752567471996
"399",506,73559939,0.540644077950664,506,0.671537405325798
"400",507,73569895,0.602949995247927,507,0.738728568293535
"401",508,75129816,0.620526552827418,508,0.704932051430981
"402",509,75669812,0.69160884020421,509,0.675383535941246
"403",512,75979969,0.599132102798894,512,0.637739034218339
"404",513,76279966,0.554880511732049,513,0.757252854672066
"405",514,76579825,0.630196087479424,514,0.683435445500533
"406",515,76959946,0.611038750577653,515,0.543467287926943
"407",516,77259975,0.599638167040019,516,0.541793245863711
"408",518,77879866,0.648732314792778,518,0.569392607006707
"409",519,78839724,0.529328844882974,519,0.642273134574605
"410",520,78989819,0.605799653716522,520,0.575250981258708
"411",521,79259680,0.635342142373592,521,0.563550844023879
"412",523,79799813,0.56294042555634,523,0.63561588297916
"413",525,80209969,0.657436589255076,525,0.518471790255212
"414",526,80439521,0.664944237658656,526,0.644825801176492
"415",527,81749948,0.684541105018098,527,0.589128422835641
"416",528,82569822,0.657235254070937,528,0.65282835332078
"417",531,86219926,0.574491731927228,531,0.603751614212123
"418",533,86799985,0.619736464357568,533,0.64903014990632
"419",534,87739997,0.606773008715855,534,0.603164952083994
"420",535,87959993,0.672946247211976,535,0.715477474929216
"421",541,92809817,0.527005183861316,541,0.545446728915474
"422",542,92869591,0.565443149603794,542,0.575263550066203
"423",543,95389989,0.654577787995141,543,0.51453626465824
"424",544,95489949,0.590978153196479,544,0.525313443647477
"425",545,96349924,0.561833492681752,545,0.656054385953793
"426",546,96559580,0.596696864821163,546,0.690214327814483
"427",547,96779824,0.608861127011619,547,0.567196856504452
"428",548,98469905,0.620541215467642,548,0.55106388996165
"429",549,98629946,0.552019046285505,549,0.571716434650177
"430",550,98629985,0.60888818225017,550,0.628074678500248
"431",551,99699822,0.592108213149269,551,0.676833292947368
"432",552,1589813,0.595601402350896,552,0.606617044290315
"433",553,3239920,0.581223914059291,553,0.543936454855435
"434",554,4219822,0.63210485940463,554,0.597348636166608
"435",555,4759939,0.590713140947027,555,0.705738333713855
"436",556,5209899,0.608966344791979,556,0.525307573041159
"437",558,7109918,0.592785811997307,558,0.564494704726128
"438",560,7500000,0.601247714842346,560,0.65475410827498
"439",561,7519976,0.563763994513034,561,0.66287963594928
"440",562,7989981,0.591353673908303,562,0.720094361740116
"441",563,8489894,0.604561532655684,563,0.652273321737178
"442",565,10119936,0.632868916616524,565,0.533931913967307
"443",566,12189899,0.64289769544082,566,0.703235777715364
"444",568,13189706,0.652197356310672,568,0.546067818565982
"445",569,13669829,0.588495405851503,569,0.755508430146847
"446",570,13929537,0.659557890222951,570,0.599771007681684
"447",574,17189675,0.575832423620451,574,0.506167435695894
"448",575,19339540,0.587760995590538,575,0.658063224573337
"449",577,21489560,0.658751555554708,577,0.647658668423036
"450",578,21619611,0.609539604870948,578,0.704226214994203
"451",579,25579896,0.5468765956188,579,0.572590536195022
"452",580,26739689,0.715300900493178,580,0.571620435486399
"453",581,29779920,0.552312934679419,581,0.659919907238601
"454",582,30919566,0.66588190951213,582,0.66319034498935
"455",583,31429680,0.620507125748741,583,0.690450938119436
"456",584,32439773,0.667310917839774,584,0.569495173417923
"457",585,33029710,0.613718767795671,585,0.54594847898439
"458",586,33119644,0.632758915602571,586,0.658323725785395
"459",587,34179982,0.524392979730583,587,0.731317101693939
"460",588,34609961,0.527795366792561,588,0.734289130808823
"461",589,35239958,0.604375080234935,589,0.781789556107754
"462",590,35909909,0.679306405554034,590,0.768923957972066
"463",591,37079576,0.612107727754664,591,0.573915077489168
"464",592,38209579,0.576613289141648,592,0.681743041646768
"465",593,38339836,0.721730773861839,593,0.643516533942753
"466",594,38539649,0.648867158472728,594,0.597980697973141
"467",596,39499797,0.601429751761989,596,0.6776641695076
"468",598,41889912,0.550379417813526,598,0.63376807563837
"469",599,44969803,0.636119810751105,599,0.620044069977729
"470",600,45729602,0.666320209966962,600,0.551365671474258
"471",601,46069693,0.741414198076645,601,0.540452589774293
"472",602,46169874,0.606473451294708,602,0.654211134376703
"473",603,47889961,0.66714278407071,603,0.597740701988261
"474",604,48909989,0.585439097867415,604,0.553483240853754
"475",605,49829757,0.678926106953701,605,0.538370715116254
"476",606,52109908,0.61629065372533,606,0.610133831058793
"477",607,53229965,0.660977741283638,607,0.699974901092248
"478",610,54969865,0.616337875197065,610,0.690323535776517
"479",612,59089608,0.648342338789824,612,0.764447877087828
"480",613,59359786,0.563058330259179,613,0.551347089675645
"481",614,59769826,0.634714414486777,614,0.679528565361075
"482",615,60009847,0.66241817581309,615,0.517306185671774
"483",616,63139548,0.636336513611012,616,0.691973862811204
"484",617,64069935,0.553565908621716,617,0.585469051091213
"485",618,64099775,0.619041840318852,618,0.500149531556643
"486",619,64609833,0.602448908642434,619,0.69074543344626
"487",620,64829730,0.665516833838165,620,0.517826532866721
"488",622,65489581,0.558599432988837,622,0.680889747261865
"489",623,65719947,0.505194464184257,623,0.700004277418157
"490",624,66219731,0.548140113396425,624,0.583620792054007
"491",625,66239864,0.551962997601898,625,0.690919144213446
"492",626,66959841,0.582920000005453,626,0.596424451305843
"493",629,67559548,0.515522937914501,629,0.563602135964967
"494",632,71149962,0.559749648584921,632,0.623418964325847
"495",633,72999968,0.658313343658468,633,0.648737115546527
"496",634,73049516,0.565387271136541,634,0.562043164076146
"497",635,73069709,0.61488228272835,635,0.542835287799033
"498",638,74789979,0.567922866195356,638,0.59531678837609
"499",639,75239975,0.544346413587688,639,0.553030045394399
"500",640,75319661,0.656770162139996,640,0.564845553348992
"501",641,75719956,0.630745891365024,641,0.664510705125413
"502",642,76579556,0.565153575765732,642,0.61593772899971
"503",644,78039536,0.628483529191706,644,0.632287426702126
"504",645,78669628,0.671725032995979,645,0.532304957674956
"505",646,79809829,0.623164495340342,646,0.713977279825587
"506",647,80039814,0.64135826474363,647,0.694289455931988
"507",649,80569915,0.663946762605605,649,0.682719706082866
"508",650,81269578,0.638282652053868,650,0.627906762404896
"509",651,82719851,0.648903833475627,651,0.522572002452883
"510",652,83779599,0.643397646828588,652,0.513414555091501
"511",653,84509815,0.562555943560982,653,0.794476057399907
"512",654,85739994,0.609090505667499,654,0.772916030812329
"513",655,88589894,0.653582148606821,655,0.577870855105302
"514",656,88959959,0.657368057215163,656,0.691860133017894
