"","prod_id","avg_sales_np","avg_sales","incremental"
"1",145519008,59.2704795677136,59.4621116678597,0.191632100146094
"2",145519009,37.0831280193237,54.0137437836505,16.9306157643268
"3",145519010,51.6789710610932,53.3571250654108,1.67815400431753
"4",145519011,119.144836179049,61.3722662651446,-57.7725699139047
"5",145519012,60.5206286672255,54.4352646913802,-6.08536397584533
"6",148066012,46.2881505564587,47.1272618396859,0.839111283227261
"7",152576008,54.6699396356581,60.5872102358254,5.91727060016731
"8",152576009,44.8197170846395,56.8118680372938,11.9921509526543
"9",152576010,44.9348906650581,57.3925313486098,12.4576406835517
"10",152576011,50.4829153366773,57.1710837636316,6.68816842695424
"11",152748011,42.1428094194962,66.3933029864715,24.2504935669754
"12",152748012,49.790179028133,64.1889083179044,14.3987292897714
"13",152761004,49.6415962974992,49.7327330619748,0.0911367644755998
"14",152761005,38.2279742849646,55.9880615896796,17.760087304715
"15",152761006,51.6555696389094,52.3882546159853,0.732684977075927
"16",152761007,54.3658747412008,50.5277553679678,-3.83811937323301
"17",152761009,46.4179269000193,50.0807690909692,3.66284219094984
"18",152761010,42.4132714486639,47.1050164446971,4.69174499603324
"19",152761012,58.1112121212121,51.8186911408853,-6.29252098032686
"20",153561012,37.201649109366,50.3330307987365,13.1313816893704
"21",153701005,35.7689821636293,57.2748508959467,21.5058687323174
"22",153701006,47.7393681318681,55.4395272838481,7.70015915198
"23",153701007,53.0225,58.3166418491484,5.29414184914842
"24",153701008,44.2109968533669,57.7439554160398,13.5329585626729
"25",153701009,56.485672550213,54.6541716552205,-1.83150089499249
"26",153701010,53.9147962522308,52.0548855890944,-1.85991066313638
"27",153701011,46.8479231743352,71.1606477777778,24.3127246034426
"28",153701012,43.9771112600536,53.0148874977722,9.0377762377186
"29",153721011,36.5600314317146,61.8335926966292,25.2735612649146
"30",156282009,46.5909342057434,45.4658830118233,-1.1250511939201
"31",156282010,51.4405768863419,52.7801096121417,1.33953272579971
"32",156283011,83.0235,59.805679349041,-23.217820650959
"33",156283012,89.6734782608696,63.0150536427706,-26.658424618099
"34",156284010,27.1991751472951,58.5380837581937,31.3389086108986
"35",156284011,86.0002483443709,55.0521226672487,-30.9481256771221
"36",156284012,48.5713973494536,50.4431797538822,1.8717824044286
"37",156381010,65.8856675414138,56.6802955246093,-9.20537201680447
"38",156953010,58.996490088351,48.3153463073852,-10.6811437809658
"39",156953011,60.7719312966839,53.1539902310231,-7.61794106566078
"40",156953012,59.872616446546,49.1931532461574,-10.6794632003886
"41",158284005,43.2813883592118,53.292243450157,10.0108550909452
"42",158284006,41.6492321369041,54.5196712578636,12.8704391209595
"43",158284007,57.5444080424871,52.624607750958,-4.91980029152915
"44",158284008,62.5246849062404,58.1715362495956,-4.35314865664477
"45",158284009,60.6901911956625,52.9591845189339,-7.73100667672865
"46",158284010,60.244919068907,54.9446267579106,-5.30029231099644
"47",158284011,61.7165015379475,54.9079908510531,-6.80851068689437
"48",158284012,64.0177448319491,55.859680601823,-8.15806423012602
"49",158831006,71.2023792126321,61.7490354047727,-9.45334380785943
"50",158831007,75.0048057616761,50.2913287781692,-24.713476983507
"51",158831009,65.6520262688564,47.8850038405312,-17.7670224283251
"52",158831010,70.8298805824381,50.2142033784633,-20.6156772039747
"53",158831011,59.9672974776458,70.188400813459,10.2211033358132
"54",162500009,56.3996503496504,NA,NA
"55",162500010,46.0028226281674,57.3748527968597,11.3720301686923
"56",162500011,55.599362925483,61.1745651777575,5.57520225227454
"57",162500012,47.6591663128376,53.7132102555592,6.05404394272167
"58",162651011,76.3275587406015,50.3533183697053,-25.9742403708962
"59",162651012,70.2477353880447,52.554763053256,-17.6929723347887
"60",173660012,59.5534920634921,22.46,-37.0934920634921
"61",177330011,50.1100133126935,48.084579518909,-2.02543379378448
"62",177330012,53.9770888702662,45.2575603361132,-8.71952853415296
"63",177402006,52.5,NA,NA
"64",177402007,55.4091463414634,NA,NA
"65",177402008,45.5884615384615,NA,NA
"66",177402009,55.6685714285714,NA,NA
"67",177402010,45.1596153846154,NA,NA
"68",177402011,51.3247826086956,NA,NA
"69",178662011,51.5534941556827,46.0960196746122,-5.45747448107047
"70",178662012,57.6926937028007,48.7554450041982,-8.93724869860259
"71",178708011,57.9480111711926,76.372320483749,18.4243093125565
"72",178708012,51.1772261244131,53.7372883064516,2.56006218203856
"73",178718007,61.5763035807254,82.7917822993107,21.2154787185853
"74",178718008,66.6693777624309,64.1361111111111,-2.53326665131981
"75",178718009,62.0971957869274,79.8627327269208,17.7655369399935
"76",178718010,84.0655962466976,111.97681184669,27.9112155999923
